date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2021-06-18,33.7,29,38,,,126,10,,1002.9,
2021-06-19,35,29,39,,,211,10,,1000.6,
2021-06-20,35.2,30,40,,,225,7.6,,998.5,
2021-06-21,34.3,30,38,,,46,7.2,,999.3,
2021-06-22,31.2,27,37,,,62,11.6,,1002.6,
2021-06-23,30.4,26,34,,,150,8.3,,1003.5,
2021-06-24,26.8,26,32,,,66,10,,1002.6,
2021-06-25,27.7,25,32,,,86,10.3,,1002.7,
2021-06-26,29.4,25,35,,,110,9.9,,1003.3,
2021-06-27,33.2,26,37,,,151,9.9,,1001.9,
2021-06-28,33.9,29,37,,,217,8,,999.1,
2021-06-29,31.8,30,35,,,113,8.5,,999.4,
2021-06-30,32.8,28,36,,,134,10.3,,1000,
2021-07-01,33,31,37,,,183,12.5,,1000.5,
2021-07-02,33.9,30,38,,,214,10.5,,1001.8,
2021-07-03,32.4,30,37,,,23,8.1,,1001.8,
2021-07-04,32.6,29,37,,,114,12,,1002.5,
2021-07-05,29.7,26,33,,,131,12.6,,1004.1,
2021-07-06,31.3,28,35,,,100,8.8,,1003.8,
2021-07-07,29.1,27,34,,,331,6.5,,1004.3,
2021-07-08,27.4,25,29,,,77,11.2,,1006.1,
2021-07-09,28.8,26,33,,,112,9.8,,1008.3,
2021-07-10,28.9,25,32,,,65,7,,1008.8,
2021-07-11,30.6,26,35,,,130,8.6,,1009.5,
2021-07-12,31.1,27,35,,,136,13.8,,1008.2,
2021-07-13,31.1,27,35,,,134,16.2,,1006,
2021-07-14,31.2,28,35,,,128,15.6,,1005.7,
2021-07-15,31.2,27,35,,,136,12.8,,1007.2,
2021-07-16,31.4,27,36,,,122,10.7,,1007.5,
2021-07-17,31.6,27,36,,,98,10.8,,1003.7,
2021-07-18,26.3,25,31,,,100,11.4,,1001.8,
2021-07-19,29.1,25,34,,,59,7,,1001.8,
2021-07-20,28.8,26,35,,,284,6.8,,1002,
2021-07-21,28.7,26,34,,,308,10.6,,1001.3,
2021-07-22,28.3,26,31,,,2,6.5,,999.8,
2021-07-23,26.9,26,28,,,303,10,,998.3,
2021-07-24,30.6,27,36,,,310,9.3,,998.2,
2021-07-25,29.7,27,35,,,319,8.8,,999.5,
2021-07-26,30.6,26,35,,,265,8.9,,999.3,
2021-07-27,31.9,27,36,,,261,7,,997.4,
2021-07-28,30.6,28,36,,,359,9.6,,997.3,
2021-07-29,30.2,28,36,,,4,7.2,,999,
2021-07-30,31.2,28,36,,,78,7,,999.5,
2021-07-31,31,28,37,,,53,8.1,,998.1,
2021-08-01,27.9,25,31,,,261,9,,999,
2021-08-02,30.7,27,36,,,280,5.9,,998.4,
2021-08-03,31.8,27,36,,,314,8,,999.2,
2021-08-04,32.9,28,37,,,291,6.7,,999.4,
2021-08-05,32.8,29,36,,,316,8.3,,998,
2021-08-06,33.6,29,38,,,273,10.5,,998.7,
2021-08-07,34.2,30,38,,,318,8.5,,999.9,
2021-08-08,29.3,27,34,,,64,9.8,,1001.3,
2021-08-09,29.8,27,32,,,65,8.6,,1001.4,
2021-08-10,26.8,25,30,,,119,9,,1002.3,
2021-08-11,26.8,25,33,,,84,9,,1004.9,
2021-08-12,27.6,24,32,,,77,9.8,,1006,
2021-08-13,30.7,26,35,,,110,9.3,,1001.9,
2021-08-14,29.6,24,35,,,118,8.9,,1000.9,
2021-08-15,28.5,26,32,,,78,8.2,,1005.2,
2021-08-16,29.4,27,34,,,96,11.7,,1008.6,
2021-08-17,29.3,25,35,,,48,8.7,,1008.3,
2021-08-18,29.1,24,35,,,107,9.8,,1006.2,
2021-08-19,30.3,25,34,,,101,11.1,,1006.2,
2021-08-20,30.7,27,34,,,131,11.8,,1007.4,
2021-08-21,31.4,28,36,,,130,12.6,,1006.3,
2021-08-22,31.2,28,35,,,122,13.8,,1004,
2021-08-23,27.7,27,30,,,92,14.8,,1003.3,
2021-08-24,30.4,27,34,,,93,12,,1003.8,
2021-08-25,30.1,27,34,,,109,11.9,,1005.3,
2021-08-26,28.7,25,32,,,86,10.2,,1008.1,
2021-08-27,27.5,24,31,,,36,7,,1009.6,
2021-08-28,27.5,23,32,,,83,6.6,,1009.4,
2021-08-29,28.6,25,33,,,66,8.1,,1009.7,
2021-08-30,29.2,26,33,,,63,7.5,,1009.8,
2021-08-31,29.7,26,34,,,109,8,,1009.7,
2021-09-01,29.9,27,34,,,51,8.2,,1008.5,
2021-09-02,28.5,25,32,,,99,6.5,,1007.6,
2021-09-03,29.8,26,33,,,83,9.4,,1005.2,
2021-09-04,29.9,27,33,,,95,10.9,,1005.5,
2021-09-05,27.9,25,32,,,111,8.3,,1008.2,
2021-09-06,29.4,25,34,,,317,7.5,,1010.3,
2021-09-07,26.8,26,31,,,308,7.2,,1010.1,
2021-09-08,27.1,24,32,,,349,9.4,,1008.5,
2021-09-09,27.9,24,32,,,284,7.4,,1009.7,
2021-09-10,29.4,25,34,,,303,6.7,,1008.5,
2021-09-11,30.4,25,35,,,283,8.2,,1005.3,
2021-09-12,31.4,27,36,,,328,6.2,,1002.6,
2021-09-13,28.3,26,34,,,359,8.1,,1005.7,
2021-09-14,26.1,25,28,,,351,6.9,,1010,
2021-09-15,26.6,25,28,,,4,6,,1011.5,
2021-09-16,27.8,25,31,,,102,7.8,,1010.1,
2021-09-17,27.2,24,32,,,99,11.2,,1008.6,
2021-09-18,29.4,25,34,,,112,10,,1008.3,
2021-09-19,29.8,26,34,,,111,12.2,,1009.3,
2021-09-20,27.7,25,33,,,2,7.9,,1009.8,
2021-09-21,29.3,24,34,,,88,6.7,,1009.3,
2021-09-22,27.7,25,32,,,75,6.5,,1008.7,
2021-09-23,27.5,25,32,,,351,7.4,,1011.2,
2021-09-24,26.1,25,28,,,18,6.1,,1011.5,
2021-09-25,26.2,23,32,,,345,7.7,,1011.2,
2021-09-26,26,24,30,,,293,7.5,,1011.5,
2021-09-27,27.7,24,32,,,286,5.1,,1011.1,
2021-09-28,29.3,25,33,,,305,7.1,,1009.8,
2021-09-29,29.6,26,34,,,96,7,,1008.2,
2021-09-30,29.9,26,34,,,104,8.8,,1008.3,
2021-10-01,29.6,26,34,,,107,9.9,,1008.4,
2021-10-02,26.1,25,31,,,9,9.1,,1009.7,
2021-10-03,28.6,25,33,,,91,7.5,,1010,
2021-10-04,26.9,25,32,,,352,7.4,,1011,
2021-10-05,29.3,25,33,,,26,8,,1010.8,
2021-10-06,29.1,26,34,,,317,4.9,,1007.7,
2021-10-07,29.6,26,34,,,323,5.8,,1005,
2021-10-08,30.3,27,34,,,350,11.4,,1004.1,
2021-10-09,25.2,23,29,,,343,9.9,,1004.1,
2021-10-10,23.9,23,25,,,319,14.5,,1003,
2021-10-11,23.5,23,24,,,17,14.9,,1008.1,
2021-10-12,25.1,22,29,,,10,12.7,,1009.3,
2021-10-13,24.4,22,27,,,339,10.3,,1005.9,
2021-10-14,22.2,21,25,,,7,18.8,,1006.1,
2021-10-15,21.4,21,22,,,336,9.1,,1011.2,
2021-10-16,20.8,19,24,,,351,13.7,,1016.6,
2021-10-17,20.9,20,24,,,4,14.3,,1019.9,
2021-10-18,19.4,18,21,,,345,7.6,,1018.9,
2021-10-19,22.6,20,24,,,31,3.8,,1017.3,
2021-10-20,26.9,22,31,,,112,9.5,,1013.7,
2021-10-21,21.4,20,26,,,45,14.9,,1015.3,
2021-10-22,19.6,19,21,,,23,12.2,,1021,
2021-10-23,21,18,24,,,4,8.2,,1021.2,
2021-10-24,21.2,19,25,,,340,9.3,,1020.2,
2021-10-25,22.2,18,27,,,340,4.7,,1017,
2021-10-26,23.5,18,28,,,47,5.4,,1015.7,
2021-10-27,26,20,29,,,16,4.7,,1016.3,
2021-10-28,21.8,21,25,,,349,7.8,,1017.3,
2021-10-29,21.5,21,22,,,344,5.3,,1017.7,
2021-10-30,19.7,19,22,,,6,11.7,,1018.6,
2021-10-31,20.7,20,22,,,10,6.7,,1017.4,
2021-11-01,21.5,20,22,,,12,9.1,,1017.3,
2021-11-02,21.7,21,23,,,17,6.8,,1017.2,
2021-11-03,23.9,21,27,,,50,7.2,,1015.3,
2021-11-04,26.4,22,30,,,126,12.5,,1012.4,
2021-11-05,26.6,23,30,,,138,12.4,,1010,
2021-11-06,26.6,24,30,,,131,10.5,,1007.9,
2021-11-07,25.8,23,31,,,82,9.9,,1010.9,
2021-11-08,18.7,18,24,,,8,16.7,,1019.8,
2021-11-09,20.3,17,24,,,14,7.4,,1020.3,
2021-11-10,20,19,24,,,357,8.2,,1020,
2021-11-11,21.6,16,25,,,38,6,,1017.1,
2021-11-12,21.8,20,25,,,1,8.1,,1019.2,
2021-11-13,20.2,19,24,,,334,10.9,,1019.3,
2021-11-14,21.5,17,26,,,356,5.3,,1017.8,
2021-11-15,22.8,19,26,,,74,6.8,,1015.7,
2021-11-16,20.9,21,22,,,359,3.8,,1015.6,
2021-11-17,20.6,20,22,,,5,10,,1017.3,
2021-11-18,19.7,18,23,,,16,9.1,,1015.8,
2021-11-19,20.7,17,23,,,61,7.7,,1010.6,
2021-11-20,23.9,20,28,,,190,5.3,,1008.9,
2021-11-21,25.8,23,31,,,144,10.3,,1011.6,
2021-11-22,18.9,18,24,,,32,17.4,,1018.1,
2021-11-23,18.3,17,21,,,8,12.8,,1021.9,
2021-11-24,18,17,21,,,355,10,,1022,
2021-11-25,18.1,16,21,,,316,5.5,,1019.6,
2021-11-26,20.2,16,24,,,316,5.7,,1019.3,
2021-11-27,20.4,18,25,,,2,6.9,,1020.2,
2021-11-28,20.7,15,26,,,307,4.6,,1019.7,
2021-11-29,22.4,18,28,,,323,4,,1018.2,
2021-11-30,21.4,19,26,,,4,12,,1020.6,
2021-12-01,18.3,15,24,,,16,8.1,,1021.9,
2021-12-02,17.1,12,23,,,358,5.1,,1022.7,
2021-12-03,17.1,12,24,,,329,4.5,,1022.6,
2021-12-04,17.8,12,24,,,323,5,,1022,
2021-12-05,17.9,13,24,,,331,5.1,,1021.7,
2021-12-06,17.8,13,25,,,358,4.8,,1020.9,
2021-12-07,17.9,11,25,,,37,3.9,,1020.7,
2021-12-08,20.1,12,24,,,319,3.5,,1021.5,
2021-12-09,19.1,18,22,,,313,6.1,,1022.5,
2021-12-10,21.4,17,25,,,140,7.8,,1019.5,
2021-12-11,21.1,19,24,,,115,7.9,,1019.8,
2021-12-12,20.7,17,26,,,25,10.3,,1022,
2021-12-13,16.9,14,20,,,9,10,,1022.3,
2021-12-14,19.1,13,23,,,24,4.4,,1018,
2021-12-15,19.4,16,21,,,57,5.7,,1014.8,
2021-12-16,21.5,19,26,,,332,4.8,,1015.1,
2021-12-17,20.8,18,25,,,12,10.8,,1019.3,
2021-12-18,18.3,17,22,,,20,12.9,,1022.5,
2021-12-19,18.8,14,22,,,356,10.1,,1021.8,
2021-12-20,18.6,17,22,,,17,8.1,,1017.7,
2021-12-21,18.6,16,23,,,326,9.5,,1017.4,
2021-12-22,18.8,14,25,,,89,6.5,,1016.7,
2021-12-23,19.9,15,24,,,109,7.4,,1015.6,
2021-12-24,20.5,17,23,,,21,7,,1016.3,
2021-12-25,20.5,19,23,,,48,5.7,,1018.8,
2021-12-26,16.6,15,19,,,49,13.1,,1022.4,
2021-12-27,12.7,12,15,,,32,15.4,,1026.7,
2021-12-28,14.8,11,17,,,18,7.6,,1024.5,
2021-12-29,14.9,14,16,,,23,10.3,,1024.3,
2021-12-30,15.8,14,19,,,19,11.8,,1025.8,
2021-12-31,15.5,13,17,,,26,9.2,,1025,
2022-01-01,16.2,15,17,,,15,8.6,,1024.1,
2022-01-02,16.6,15,22,,,358,7.2,,1022.6,
2022-01-03,17.7,13,20,,,347,3.1,,1020.2,
2022-01-04,20.7,16,24,,,113,7.2,,1017.5,
2022-01-05,20.6,17,24,,,97,7.8,,1016.2,
2022-01-06,21,19,25,,,118,11.4,,1017.1,
2022-01-07,21,19,24,,,115,11.6,,1019.1,
2022-01-08,18.6,16,22,,,100,14.3,,1017.9,
2022-01-09,14.2,14,16,,,36,13.4,,1017.6,
2022-01-10,15.3,13,16,,,35,9.6,,1017.1,
2022-01-11,17.4,16,20,,,20,9.5,,1020.9,
2022-01-12,16.9,15,18,,,85,8.7,,1019.3,
2022-01-13,15.6,15,17,,,32,10.4,,1021,
2022-01-14,16.7,15,18,,,58,5.9,,1018.7,
2022-01-15,18.5,16,21,,,275,4.5,,1017.1,
2022-01-16,18.3,16,24,,,354,9.3,,1017.6,
2022-01-17,14.9,13,16,,,18,12.8,,1021.8,
2022-01-18,17.2,15,21,,,354,7.7,,1021.7,
2022-01-19,17.8,13,22,,,59,6.4,,1019.3,
2022-01-20,16.4,15,17,,,84,9.5,,1016.9,
2022-01-21,16.1,16,17,,,33,5.4,,1015.6,
2022-01-22,18.9,16,21,,,66,4.8,,1011,
2022-01-23,21.1,18,24,,,223,6.4,,1010.6,
2022-01-24,22.4,20,26,,,150,8.3,,1011.5,
2022-01-25,20.6,20,22,,,130,13.8,,1013.7,
2022-01-26,20.8,19,23,,,130,13.6,,1014,
2022-01-27,22.2,20,26,,,121,14.4,,1013.8,
2022-01-28,22.6,20,26,,,121,17.4,,1013.1,
2022-01-29,14.9,13,21,,,69,20.1,,1013.2,
2022-01-30,12.4,11,14,,,37,13.8,,1017,
2022-01-31,12.8,11,14,,,30,12.8,,1018.8,
2022-02-01,12.8,12,14,,,25,11.9,,1019.3,
2022-02-02,12.6,11,14,,,22,12.4,,1020.3,
2022-02-03,14.4,12,16,,,4,10.4,,1020.5,
2022-02-04,15.6,14,18,,,350,8.1,,1022.1,
2022-02-05,14.1,13,17,,,47,8,,1022.7,
2022-02-06,13.1,12,14,,,57,8,,1019.3,
2022-02-07,17.2,14,20,,,87,6.1,,1014.9,
2022-02-08,15.2,14,17,,,56,12.3,,1015.6,
2022-02-09,12.6,12,14,,,48,15.1,,1018.3,
2022-02-10,13.8,12,15,,,46,9.7,,1016.1,
2022-02-11,16.3,14,18,,,30,4.9,,1015.2,
2022-02-12,14.7,14,16,,,51,11.4,,1014.3,
2022-02-13,13.9,13,15,,,26,14,,1015.2,
2022-02-14,16.9,13,20,,,47,9.9,,1018,
2022-02-15,16.1,15,17,,,55,7.7,,1016.5,
2022-02-16,16.6,15,17,,,46,5.2,,1012.7,
2022-02-17,19.1,17,20,,,29,4.3,,1009.8,
2022-02-18,19.6,19,22,,,106,10.2,,1010,
2022-02-19,11.2,10,19,,,37,19.1,,1016.9,
2022-02-20,9.1,8,10,,,22,15.4,,1022.9,
2022-02-21,11.3,9,13,,,16,14.1,,1023.9,
2022-02-22,11.8,10,13,,,15,14.5,,1025.1,
2022-02-23,13.8,11,17,,,357,9.4,,1026.8,
2022-02-24,14.3,10,19,,,85,10.1,,1026.4,
2022-02-25,15.9,10,20,,,90,8.2,,1024,
2022-02-26,18,13,21,,,42,6.5,,1022.1,
2022-02-27,18.9,16,22,,,293,4.9,,1018.8,
2022-02-28,20.5,16,24,,,105,10.2,,1015.9,
2022-03-01,20.7,19,22,,,96,6.3,,1016.4,
2022-03-02,22.5,19,25,,,157,6.5,,1016.6,
2022-03-03,22.4,18,26,,,115,11.2,,1014.1,
2022-03-04,21.4,20,23,,,107,10.9,,1012.7,
2022-03-05,21.4,21,22,,,116,9.6,,1011.8,
2022-03-06,22.3,21,24,,,110,11.2,,1011.6,
2022-03-07,20.2,19,24,,,357,9.4,,1017.9,
2022-03-08,20.4,16,26,,,117,12.5,,1015.9,
2022-03-09,19.9,16,23,,,98,13.7,,1013.8,
2022-03-10,21.1,18,24,,,106,11.1,,1013.7,
2022-03-11,22,20,24,,,110,9,,1012.3,
2022-03-12,22.5,21,25,,,124,14.4,,1011,
2022-03-13,22.9,21,25,,,118,12.9,,1011,
2022-03-14,23.5,21,25,,,102,9.9,,1011,
2022-03-15,24.7,22,28,,,273,6.7,,1009.9,
2022-03-16,23.6,22,26,,,116,12,,1008.3,
2022-03-17,23.6,22,25,,,103,12,,1008,
2022-03-18,24.9,22,28,,,112,9.6,,1008.4,
2022-03-19,24.3,22,26,,,113,13.2,,1006.6,
2022-03-20,25.3,24,28,,,115,16.8,,1006.8,
2022-03-21,25.2,24,28,,,104,14.4,,1007.8,
2022-03-22,26.1,24,30,,,87,12.9,,1009.1,
2022-03-23,17.9,16,25,,,47,16.7,,1013.5,
2022-03-24,19.4,16,20,,,93,12.8,,1011,
2022-03-25,23.1,19,25,,,99,6.9,,1007.4,
2022-03-26,26.7,22,32,,,36,8.8,,1007.6,
2022-03-27,21.2,18,25,,,38,16.1,,1012.9,
2022-03-28,19.9,18,22,,,74,8.3,,1016.6,
2022-03-29,20.1,18,22,,,68,7.7,,1014.7,
2022-03-30,22.5,19,25,,,78,9.3,,1013.6,
2022-03-31,23.9,20,29,,,58,10,,1014.7,
2022-04-01,17.8,17,21,,,350,17.2,,1021.7,
2022-04-02,19.1,17,22,,,6,13.3,,1025.3,
2022-04-03,20.4,15,25,,,12,8.4,,1022.4,
2022-04-04,21.4,17,26,,,95,8.3,,1021.1,
2022-04-05,22.6,17,27,,,318,5.1,,1019.8,
2022-04-06,24.8,18,29,,,310,7,,1017.8,
2022-04-07,25.4,22,31,,,320,8.3,,1016.6,
2022-04-08,25.1,20,31,,,147,6.5,,1014.6,
2022-04-09,24.5,20,30,,,113,13,,1012,
2022-04-10,24.6,20,29,,,107,11.8,,1010.8,
2022-04-11,23.3,21,25,,,112,9.5,,1010,
2022-04-12,25.1,23,28,,,131,13.5,,1006.5,
2022-04-13,27,23,32,,,100,6.9,,1006.5,
2022-04-14,27.4,23,31,,,108,13.4,,1006.6,
2022-04-15,26.1,24,27,,,112,14.6,,1007.5,
2022-04-16,21.6,20,26,,,83,16.4,,1008.9,
2022-04-17,17.7,17,19,,,36,14.2,,1014.3,
2022-04-18,19.6,17,23,,,30,11.9,,1017.8,
2022-04-19,22.3,18,26,,,43,8.7,,1017.5,
2022-04-20,22,19,25,,,97,7.9,,1014.8,
2022-04-21,22.2,20,23,,,69,9.9,,1011.6,
2022-04-22,25.8,22,29,,,127,15.8,,1009,
2022-04-23,27.3,24,31,,,116,12.8,,1007.5,
2022-04-24,26.8,25,29,,,116,15.7,,1004.9,
2022-04-25,27.9,25,31,,,92,15.1,,1004,
2022-04-26,28.1,26,31,,,94,14.3,,1003.8,
2022-04-27,28.2,26,31,,,104,14.9,,1005.6,
2022-04-28,26.9,26,28,,,123,15.3,,1007.6,
2022-04-29,26.8,26,28,,,107,9.4,,1008.8,
2022-04-30,27.8,26,32,,,130,12.1,,1008.8,
2022-05-01,22.8,20,27,,,30,17.4,,1013,
2022-05-02,23.7,20,27,,,6,10.6,,1016,
2022-05-03,24.7,19,30,,,329,7.6,,1016,
2022-05-04,25.5,19,30,,,72,7.8,,1014.2,
2022-05-05,25.9,21,30,,,85,10.5,,1011.5,
2022-05-06,26.3,23,29,,,40,7.1,,1011,
2022-05-07,26.8,24,30,,,113,10.7,,1010.6,
2022-05-08,26.1,24,29,,,113,16.7,,1010.3,
2022-05-09,27.5,24,32,,,133,16,,1009,
2022-05-10,28.7,26,33,,,123,12.9,,1005.7,
2022-05-11,29,26,32,,,90,10.9,,1004,
2022-05-12,26.6,24,31,,,70,10.2,,1003.5,
2022-05-13,26,25,30,,,57,14.7,,1003.8,
2022-05-14,24.7,23,26,,,51,9.7,,1007.1,
2022-05-15,24.4,24,27,,,42,11.5,,1009,
2022-05-16,23.5,22,26,,,19,10.3,,1013.7,
2022-05-17,24.9,20,28,,,58,7.7,,1013.2,
2022-05-18,25.8,22,29,,,113,10.7,,1012.3,
2022-05-19,26.2,23,29,,,117,10.8,,1010.8,
2022-05-20,26.9,24,30,,,95,9.5,,1008.7,
2022-05-21,25.2,24,27,,,41,11.8,,1006,
2022-05-22,24.3,23,25,,,36,11.6,,1001.8,
2022-05-23,24.1,23,27,,,57,10.1,,1002.4,
2022-05-24,24.2,23,25,,,319,7.1,,1006.4,
2022-05-25,27.8,24,30,,,41,6.8,,1004.8,
2022-05-26,28.6,26,33,,,84,10.7,,1001.7,
2022-05-27,27.9,24,32,,,79,11,,1000.2,
2022-05-28,28.7,26,33,5.5,,89,12.9,,1000.4,
2022-05-29,28.5,26,34,4.4,,93,12.1,,1001.5,
2022-05-30,27.3,26,32,29,,61,9.6,,1003.1,
2022-05-31,27.7,24,31,7,,49,8.9,,1004.5,
2022-06-01,28.8,25,34,0.3,,121,11.5,,1003.8,
2022-06-02,29.7,26,34,0.1,,116,8.9,,1001.6,
2022-06-03,31.3,26,37,0,,125,11.5,,1000.4,
2022-06-04,32.1,27,38,0.1,,100,9,,1000,
2022-06-05,30.4,27,34,3.3,,59,10.7,,1000.2,
2022-06-06,27.1,25,30,3,,349,7.6,,1002.3,
2022-06-07,28.6,25,31,12.9,,277,6.8,,1003.5,
2022-06-08,27.2,26,31,5.5,,64,8.9,,1003.1,
2022-06-09,29.4,26,33,2.1,,58,7.1,,1002.5,
2022-06-10,29.2,27,33,1.8,,63,8.6,,1001.2,
2022-06-11,28.2,26,29,11,,45,6.5,,1003.3,
2022-06-12,31,28,34,2.5,,78,8.2,,1003.4,
2022-06-13,29.7,26,35,30,,43,9.7,,1003,
2022-06-14,27.7,25,30,18.7,,308,9.8,,1006.9,
2022-06-15,28.3,26,31,7.8,,219,7.9,,1007.5,
2022-06-16,30.3,25,35,7.1,,129,8.9,,1005.5,
2022-06-17,31.8,26,35,0,,170,9.3,,1002.5,
2022-06-18,32.6,27,36,0,,206,10.6,,1000.1,
2022-06-19,34.1,28,38,0,,196,9.5,,999.2,
2022-06-20,33.2,29,38,0,,186,9.9,,998.1,
2022-06-21,33.1,28,39,0,,131,12.9,,998.9,
2022-06-22,30.6,27,36,0.3,,106,15.4,,1003.9,
2022-06-23,28.3,24,33,8.2,,64,9.4,,1007.3,
2022-06-24,30.4,27,34,0.4,,128,13.5,,1006.5,
2022-06-25,30.8,27,35,0.6,,134,13.5,,1005.1,
2022-06-26,30.5,27,34,0.2,,128,12.6,,1005.9,
2022-06-27,32.1,28,37,0,,142,12.3,,1004.2,
2022-06-28,32.2,28,36,1.8,,99,10.4,,1001.4,
2022-06-29,29.6,28,33,0,,39,8.2,,1000,
2022-06-30,28.6,23,32,24,,13,7.4,,1001.2,
2022-07-01,28.4,27,33,2.3,,310,9.4,,1001,
2022-07-02,30.1,26,36,8.8,,304,13.9,,997.1,
2022-07-03,32.2,26,37,11.7,,240,8.1,,997.3,
2022-07-04,32.1,30,36,2.2,,36,7.6,,997.7,
2022-07-05,28.8,24,36,18,,67,10.8,,1000.4,
2022-07-06,28.4,25,31,1.9,,109,7,,1003.2,
2022-07-07,27.2,25,32,13.1,,70,11.4,,1002.7,
2022-07-08,27.4,25,29,9.9,,67,7.7,,1004.1,
2022-07-09,27.3,25,30,9.6,,64,9.5,,1004.3,
2022-07-10,29.6,26,34,8.5,,24,5.3,,1004.5,
2022-07-11,30.2,27,34,13.1,,24,8.5,,1004.7,
2022-07-12,29.7,27,33,4.8,,82,8.8,,1004.5,
2022-07-13,28.7,27,33,3.3,,52,7,,1003.9,
2022-07-14,30.1,27,34,7.3,,61,9.4,,1003.9,
2022-07-15,29.6,25,33,3.8,,59,7.8,,1004.5,
2022-07-16,31.7,28,35,0,,123,12.6,,1003.9,
2022-07-17,32.3,29,36,0,,123,13.2,,1002.5,
2022-07-18,31.1,26,37,7.7,,92,13,,1000.2,
2022-07-19,29.2,26,35,0,,73,10.9,,1001.8,
2022-07-20,28.5,26,32,9.2,,89,9.7,,1006,
2022-07-21,27.4,26,31,36.5,,71,12,,1008.5,
2022-07-22,27.7,25,33,3.8,,76,10.4,,1010.4,
2022-07-23,30.1,26,34,0.5,,99,7.6,,1009,
2022-07-24,30.9,27,35,0,,123,11.3,,1007,
2022-07-25,30.8,26,35,0,,112,10.5,,1007.4,
2022-07-26,30.8,26,36,0,,116,11.2,,1006.6,
2022-07-27,30.7,27,35,0,,123,12.5,,1006.1,
2022-07-28,30.5,27,34,0,,88,11.4,,1006.2,
2022-07-29,31.1,27,35,0,,94,11,,1004.8,
2022-07-30,29.2,25,34,17.4,,119,7.8,,1003.4,
2022-07-31,29.4,27,34,24.1,,95,9.8,,1003,
2022-08-01,29.4,26,34,14.5,,98,10.2,,1004.2,
2022-08-02,30.3,27,34,1.1,,85,10,,1006,
2022-08-03,31.5,27,36,0.1,,66,7.5,,1005.8,
2022-08-04,29.8,26,35,3.7,,79,9.4,,1003.5,
2022-08-05,28.5,25,32,37,,161,9.6,,1002.8,
2022-08-06,27.3,25,29,32,,94,11.5,,1004,
2022-08-07,27.8,26,31,11.4,,14,8.8,,1005.3,
2022-08-08,28.1,26,35,6.2,,315,8.2,,1005.1,
2022-08-09,30.2,25,35,0.7,,325,5,,1003.1,
2022-08-10,27.8,26,32,22,,322,8.1,,1000.8,
2022-08-11,26,24,29,96.1,,304,14.9,,1000.2,
2022-08-12,25.2,23,26,34.7,,85,8.6,,1006.4,
2022-08-13,28.4,25,31,6.6,,76,7.3,,1006.4,
2022-08-14,28.7,26,33,3.6,,97,8.6,,1005.5,
2022-08-15,29.9,25,34,1,,90,9.3,,1004.5,
2022-08-16,30.9,27,35,1.5,,92,9.5,,1004.4,
2022-08-17,30.2,27,34,0.7,,96,9.1,,1004.2,
2022-08-18,30.7,27,35,0.2,,80,9,,1003.6,
2022-08-19,31,27,35,6.6,,65,8.4,,1002.6,
2022-08-20,27.2,24,31,45.8,,324,7.6,,1002.3,
2022-08-21,27.1,25,30,17.5,,57,13.8,,1002.8,
2022-08-22,29.9,25,34,0.8,,92,8.7,,1004.6,
2022-08-23,29.6,27,34,2,,97,9.4,,1005.3,
2022-08-24,31.2,27,35,8.5,,0,6.5,,1003.4,
2022-08-25,27.1,26,31,38.9,,281,11.3,,999.6,
2022-08-26,28.6,24,32,86.7,,128,16.5,,1002.6,
2022-08-27,29.7,27,34,15.2,,94,11.6,,1006.9,
2022-08-28,30.5,26,35,0.1,,108,12.2,,1007.2,
2022-08-29,30.6,27,36,0,,118,12.9,,1008.4,
2022-08-30,30.8,27,35,0,,113,10.6,,1008.2,
2022-08-31,30.6,27,34,2.3,,59,9.4,,1006.7,
2022-09-01,28.1,25,31,19,,8,9.2,,1008.7,
2022-09-02,30.5,26,35,8.9,,343,6.2,,1007.9,
2022-09-03,30.8,27,34,1.8,,68,7.7,,1005,
2022-09-04,26.7,25,30,18.6,,347,12.2,,1006.9,
2022-09-05,29.2,26,34,0,,306,8,,1007,
2022-09-06,30.4,25,36,0,,328,6.2,,1007.6,
2022-09-07,28.3,26,35,3.5,,12,7,,1010.3,
2022-09-08,26.7,25,31,53.8,,27,11.4,,1012.5,
2022-09-09,27.4,25,30,61.8,,318,6.8,,1012.6,
2022-09-10,28.4,26,32,9.6,,242,5.1,,1011.2,
2022-09-11,28.7,26,32,6.6,,62,8.2,,1009.6,
2022-09-12,29.4,26,33,5.7,,51,8.7,,1008.9,
2022-09-13,29.1,26,33,1.1,,322,6.3,,1009.3,
2022-09-14,29.9,26,35,0.5,,320,4.7,,1008.5,
2022-09-15,30.4,26,35,12.6,,88,9.5,,1005.9,
2022-09-16,27.8,26,31,4.4,,85,11,,1004.1,
2022-09-17,27.8,26,32,21.4,,65,9.4,,1006,
2022-09-18,29.8,25,34,0,,95,6,,1006.7,
2022-09-19,30.1,26,35,0,,68,7.9,,1006.3,
2022-09-20,29.1,27,34,12.7,,32,7.9,,1006.9,
2022-09-21,27.4,24,31,40.3,,16,7.4,,1008.8,
2022-09-22,27.6,25,32,25.1,,65,8.4,,1009.5,
2022-09-23,27.4,23,33,5.5,,357,8.3,,1010.2,
2022-09-24,26.9,24,29,12.5,,17,10,,1010.5,
2022-09-25,25.6,25,28,28.3,,11,9,,1011.2,
