date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2018-11-14,25.8,23,29,,,110,11,,1011.6,
2018-11-15,26.4,24,31,,,105,10.7,,1012.2,
2018-11-16,26.7,24,31,,,115,13.5,,1012.3,
2018-11-17,26.1,24,30,,,114,14.5,,1012.5,
2018-11-18,25.9,24,30,,,105,12.8,,1013.7,
2018-11-19,20.8,20,25,,,59,15.9,,1015.7,
2018-11-20,25.4,20,30,,,88,12.8,,1013.7,
2018-11-21,23.9,21,30,,,83,15.5,,1014.6,
2018-11-22,18.8,15,21,,,30,11,,1021.4,
2018-11-23,19.1,17,23,,,20,7,,1020.5,
2018-11-24,20.9,16,24,,,326,5.9,,1018.2,
2018-11-25,21.9,19,27,,,334,7.6,,1018.5,
2018-11-26,21.3,19,26,,,31,6.9,,1018.8,
2018-11-27,20.9,16,26,,,11,4.5,,1018.9,
2018-11-28,20.9,16,26,,,304,4.7,,1019,
2018-11-29,22.4,17,26,,,328,5.2,,1019.7,
2018-11-30,24.4,20,27,,,99,8.4,,975.5,
2018-12-01,24.3,23,27,,,105,8.9,,1014.9,
2018-12-02,25.6,23,30,,,123,12.9,,1012.5,
2018-12-03,26.1,23,30,,,129,14.1,,1013.2,
2018-12-04,25.9,24,30,,,131,13.4,,1014.4,
2018-12-05,25.6,23,30,,,123,15.4,,1012.9,
2018-12-06,25.3,23,31.5,,,112,12.2,,1012.6,
2018-12-07,21.3,18,27,,,62,15.3,,1015.4,
2018-12-08,14.8,14,17,,,45,17.6,,981.9,
2018-12-09,14,13,14,,,47,12.6,,1021.2,
2018-12-10,17.5,14,20,,,41,8.2,,1019.5,
2018-12-11,13.4,12,17,,,42,14.9,,1022,
2018-12-12,11.9,11,13,,,27,12.8,,1026.2,
2018-12-13,13.8,12,15,,,33,11.3,,1026.1,
2018-12-14,16,13,18,,,21,10.9,,986.9,
2018-12-15,16.6,15,18,,,21,8.6,,1023.9,
2018-12-16,16.4,15,19,,,13,10.9,,1024.5,
2018-12-17,17.7,14,23,,,347,8.9,,1023.1,
2018-12-18,18.3,13,23,,,65,5.4,,1020.5,
2018-12-19,21.2,15,26,,,102,8.6,,1016.9,
2018-12-20,23.4,19,28,,,153,9.6,,1013.6,
2018-12-21,24.4,22,27,,,166,8.5,,1012.6,
2018-12-22,24.4,22,28,,,128,10.9,,1014.7,
2018-12-23,22.9,21,27,,,92,9.9,,1016.6,
2018-12-24,21.2,19,25,,,90,13.9,,1016.1,
2018-12-25,22.4,19,27,,,116,13.1,,1012.6,
2018-12-26,23.3,20,28,,,105,9.7,,1012.1,
2018-12-27,21.4,20,25,,,76,12.6,,1013.7,
2018-12-28,14.4,13,19,,,38,17.4,,1019.3,
2018-12-29,11.6,11,14,,,28,17.3,,1025,
2018-12-30,9.6,9,11,,,10,16,,1028.4,
2018-12-31,11.8,9,14,,,29,11.4,,1028.8,
2019-01-01,11.8,11,13,,,24,13,,1028.4,
2019-01-02,14.6,11,17,,,3,11.6,,1027,
2019-01-03,15.4,13,18,,,46,9.6,,1024.5,
2019-01-04,16.8,13,19,,,57,7.6,,1022.3,
2019-01-05,19.1,16,22,,,46,7.3,,1020.5,
2019-01-06,18.1,16,20,,,64,10.4,,1020.1,
2019-01-07,18.4,17,20,,,50,7.1,,1019,
2019-01-08,15.9,16,18,,,57,15.8,,1019,
2019-01-09,13.6,13,15,,,33,11,,1020.8,
2019-01-10,15.6,13,16,,,30,5.5,,1018.9,
2019-01-11,18.2,16,19,,,343,3.7,,1018,
2019-01-12,20.1,18,22,,,110,7.2,,1017.5,
2019-01-13,20.7,19,23,,,119,10.6,,1016.6,
2019-01-14,21.2,20,24,,,110,13,,1015.3,
2019-01-15,17.8,16,21,,,63,14.4,,1017.5,
2019-01-16,12.7,12,15,,,26,12.8,,1021.6,
2019-01-17,14.7,12,16,,,27,9.8,,1023.2,
2019-01-18,15.7,14,17,,,56,6.7,,1021.1,
2019-01-19,18.7,15,21,,,303,3.6,,1017.8,
2019-01-20,18.2,18,20,,,306,5.4,,1018,
2019-01-21,14.9,15,19,,,38,14.2,,1022.8,
2019-01-22,15.3,14,19,,,42,9.5,,1023.6,
2019-01-23,17.1,12,19,,,61,7.6,,1020.2,
2019-01-24,17.7,16,19,,,72,6.5,,1018.4,
2019-01-25,18.5,17,20,,,305,6.3,,1020,
2019-01-26,17.8,16,22,,,19,6.6,,1022.2,
2019-01-27,18.4,13,22,,,99,7.4,,1021.1,
2019-01-28,20.4,16,25,,,115,11.1,,1018.8,
2019-01-29,21.4,18,24,,,105,9.1,,1018.2,
2019-01-30,22.6,20,27,,,129,16.7,,1017,
2019-01-31,22.4,20,27,,,89,10.6,,1018.4,
2019-02-01,20.4,19,24,,,107,11.6,,1019.2,
2019-02-02,21.4,18,25,,,127,12.8,,1015.2,
2019-02-03,22.6,19,25,,,104,9.6,,1015.1,
2019-02-04,22.8,21,27,,,116,12.9,,1016,
2019-02-05,23.8,20,28,,,101,10.6,,1014.2,
2019-02-06,24.6,22,29,,,137,16.4,,1011.1,
2019-02-07,25.2,21,30,,,122,12.5,,1010.5,
2019-02-08,25.1,21,31,,,117,13.2,,1009.8,
2019-02-09,25.4,22,30,,,114,14.4,,1012.5,
2019-02-10,25.1,23,28,,,128,16,,1016.7,
2019-02-11,18.8,16,24,,,91,15.8,,1020.8,
2019-02-12,20,16,22,,,90,12.4,,1021.1,
2019-02-13,22.2,20,25,,,132,14.7,,1018.6,
2019-02-14,23.3,20,26,,,122,14.9,,1016.7,
2019-02-15,23.2,22,26,,,124,13.8,,1016.1,
2019-02-16,23.4,22,25,,,125,14,,1014,
2019-02-17,21.7,22,23,,,119,17.9,,1011.2,
2019-02-18,23.9,18,29,,,98,12.2,,1009.4,
2019-02-19,24.8,23,27,,,113,15.1,,1011.8,
2019-02-20,25.9,23,29,,,119,15.9,,1013.7,
2019-02-21,24.9,24,31,,,120,16,,1013.5,
2019-02-22,17.4,16,22,,,63,17.8,,1014.9,
2019-02-23,15.8,15,17,,,42,12.8,,1013.7,
2019-02-24,15.3,14,17.3,,,50,13.2,,1016.5,
2019-02-25,16.1,14,18,,,52,10.8,,1016.9,
2019-02-26,17.6,15,19,,,63,7.3,,1015.3,
2019-02-27,21.2,17,23,,,12,7.4,,1012.8,
2019-02-28,22.9,21,26,,,122,8.3,,1012,
2019-03-01,23.9,20,27,,,120,15.6,,1011.8,
2019-03-02,24.9,22,29,,,116,15.7,,1008.8,
2019-03-03,24.9,23,29,,,97,12.2,,1008.8,
2019-03-04,23.1,22,24,,,124,11.8,,1008.4,
2019-03-05,25.8,23,30,,,121,14.9,,1007.2,
2019-03-06,20.9,19,25,,,60,16.6,,1010.9,
2019-03-07,17.6,17,19,,,39,11.9,,1014.1,
2019-03-08,17.6,16,19,,,50,10,,1013.5,
2019-03-09,19.1,17,22,,,45,9.1,,1011.1,
2019-03-10,19.9,18,22,,,27,10.7,,1013.9,
2019-03-11,21.7,19,26,,,66,6,,1014.8,
2019-03-12,22.4,18,26,,,100,10.9,,1014.3,
2019-03-13,23.4,21,26,,,101,9,,1013.8,
2019-03-14,24.6,22,28,,,67,7.4,,1015.8,
2019-03-15,19.6,19,23,,,38,13.9,,1019.1,
2019-03-16,17.6,17,18,,,60,11.4,,1018.4,
2019-03-17,17.9,17,18,,,38,7.9,,1017,
2019-03-18,18.2,18,19,,,36,8,,1015.3,
2019-03-19,21.9,18,24,,,90,9.1,,1011.5,
2019-03-20,24.6,21,27,,,125,10.5,,1009.6,
2019-03-21,26.8,24,30,,,119,13.7,,1007.8,
2019-03-22,27.1,25,31,,,112,13.1,,1008.2,
2019-03-23,20.9,19,26,,,72,18,,1013.7,
2019-03-24,17.3,17,19,,,54,11.8,,1016.8,
2019-03-25,19.2,16,21,,,41,9.1,,1016.7,
2019-03-26,20.4,18,21,,,59,7.7,,1016.3,
2019-03-27,23.1,20,26,,,252,5,,1014,
2019-03-28,25.1,22,28,,,139,7.6,,1010.1,
2019-03-29,24.8,21,27,,,78,10.5,,1008.7,
2019-03-30,26.8,24,30,,,127,12.5,,1009.8,
2019-03-31,27.1,24,31.7,,,117,13.1,,1011.6,
2019-04-01,21.2,20,26,,,77,13.5,,1015.7,
2019-04-02,23.4,19,26,,,81,10.3,,1014.3,
2019-04-03,23.9,23,25,,,307,7,,1013.8,
2019-04-04,23.8,20,26,,,75,9,,1013.7,
2019-04-05,24,22,26,,,78,11.1,,1014.1,
2019-04-06,24.2,22,26,,,86,9.7,,1012,
2019-04-07,27.4,24,31,,,117,11.2,,1010.6,
2019-04-08,27.6,25,31,,,120,13.4,,1008,
2019-04-09,28.4,26,32,,,120,14.1,,1007.6,
2019-04-10,27.7,26,31,,,106,12.8,,1007.8,
2019-04-11,27.8,26,31,,,101,12.4,,1006.5,
2019-04-12,27.2,26,29,,,102,14.5,,1007.9,
2019-04-13,28.2,26,32,,,124,16.2,,1008.8,
2019-04-14,27.2,24,31,,,100,14.5,,1009.8,
2019-04-15,23.2,22,27,,,58,12.2,,1010.9,
2019-04-16,23.1,22,25,,,47,9.9,,1011.4,
2019-04-17,24.7,22,26,,,79,9,,1009.5,
2019-04-18,28.5,24,32,,,119,13.9,,1003.7,
2019-04-19,29.8,26,35,,,81,10.3,,1001,
2019-04-20,30.4,26,36,,,91,11.1,,1000.3,
2019-04-21,28.9,27,33,,,95,12.8,,1002.9,
2019-04-22,29.7,25,35,,,102,14.3,,1004.4,
2019-04-23,28.9,27,32,,,123,14.1,,1007,
2019-04-24,29.9,25,35,,,100,13.3,,1006.5,
2019-04-25,28.9,27,32,,,114,14.6,,1006.4,
2019-04-26,28.9,27,33,,,113,15.3,,1006.9,
2019-04-27,29.2,25,32,,,142,14.3,,1007.5,
2019-04-28,27.2,24,33,,,120,15.5,,1008,
2019-04-29,27.7,23,33,,,114,11.8,,1007,
2019-04-30,24.3,23,26,,,73,11.5,,1007.1,
2019-05-01,24.1,21,27,,,2,7.9,,1009.8,
2019-05-02,25.1,23,27,,,84,7,,1010.2,
2019-05-03,23.2,22,25,,,41,6.5,,1011.7,
2019-05-04,23.9,22,25,,,45,6.9,,1009.2,
2019-05-05,26.9,24,29,,,54,7.3,,1004.9,
2019-05-06,27.1,26,30,,,64,12.3,,1004.2,
2019-05-07,24.7,24,26,,,67,10.4,,1005.1,
2019-05-08,23.9,23,25,,,51,11.6,,1005.8,
2019-05-09,22.9,22,27.1,,,43,10.5,,1007.8,
2019-05-10,23.4,22,26,,,17,6.9,,1009.9,
2019-05-11,25.4,22,27,,,321,5.8,,1009.9,
2019-05-12,28.2,25,32,,,116,12.9,,1008,
2019-05-13,28.5,26,32,,,118,15.6,,1007.2,
2019-05-14,28.6,26,33,,,118,11.4,,1006,
2019-05-15,30.7,26,35,,,129,11.7,,1005,
2019-05-16,31.3,27,37,,,104,11.7,,1003.1,
2019-05-17,32.4,28,38,,,98,10.7,,1000.7,
2019-05-18,33.2,28,40,,,92,11.5,,999.2,
2019-05-19,32.9,28,39,,,81,12,,1001,
2019-05-20,30.4,28,35,,,57,13.5,,1005,
2019-05-21,26.3,24,29,,,73,12.2,,1008.5,
2019-05-22,26.7,23,30,,,34,9.6,,1009.5,
2019-05-23,28.4,25,32,,,75,7.3,,1008.2,
2019-05-24,29,26,33,,,120,13.5,,1006.2,
2019-05-25,30.7,26,35,,,121,12.9,,1002.5,
2019-05-26,30.8,27,36,,,103,11.2,,1001.6,
2019-05-27,27.8,27,30,,,68,10,,1003.6,
2019-05-28,27.4,26,31,,,,10.5,,1005.4,
2019-05-29,26.4,23,29,,,47,8.9,,1006.9,
2019-05-30,27.2,24,30,,,64,10.7,,1006.8,
2019-05-31,25.3,24,28,,,52,11.8,,1006.9,
2019-06-01,23.9,23,25,,,355,9.7,,1007,
2019-06-02,27.4,23,32,,,312,6.5,,1006.7,
2019-06-03,29.2,25,32,,,61,8.4,,1005.6,
2019-06-04,29.6,26,35,,,80,8.9,,1004.8,
2019-06-05,29.7,25,36,,,116,11.4,,1004.6,
2019-06-06,29.1,25,36,,,98,11.5,,1006.2,
2019-06-07,30.4,26,33,,,111,12.8,,1007.1,
2019-06-08,30.9,28,34,,,130,11.5,,1005,
2019-06-09,32.7,28,38,,,139,12.8,,1001,
2019-06-10,32.4,29,36,,,74,12.1,,999.4,
2019-06-11,30.7,29,34,,,60,11,,1001,
2019-06-12,33.1,29,38,,,69,10.9,,1000.9,
2019-06-13,29.7,28,31,,,54,10.6,,1001.6,
2019-06-14,30.1,27,34,,,78,11.9,,1001.7,
2019-06-15,31.9,28,35,,,65,10.6,,1000.9,
2019-06-16,31.4,29,36,,,79,12.8,,1000.4,
2019-06-17,29.2,25,34,,,79,14.4,,1002.4,
2019-06-18,27.8,25,30,,,77,8.8,,1004.5,
2019-06-19,31.1,27,34,,,106,12.8,,1004.2,
2019-06-20,31.9,29,35,,,118,11.9,,1003.2,
2019-06-21,33.3,29,38,,,122,11.5,,1001.6,
2019-06-22,33.6,30,39,,,107,14.8,,1000.3,
2019-06-23,31.6,27.1,36,,,85,13.5,,1001.4,
2019-06-24,26.4,25,29,,,61,11.8,,1004.1,
2019-06-25,29.4,26,33,,,75,7.4,,1003.9,
2019-06-26,32.2,26,37,,,58,7.7,,1000.5,
2019-06-27,32.9,28,37,,,86,10.3,,996.8,
2019-06-28,33.2,30,38,,,64,11,,996.4,
2019-06-29,32.7,29,38,,,51,10.8,,997.6,
2019-06-30,29.2,25,31,,,322,8.9,,1001.3,
2019-07-01,28.9,27,32,,,315,10.8,,1001.5,
2019-07-02,30.1,27,34,,,317,8,,1001,
2019-07-03,31.1,28,36,,,344,15.3,,997.6,
2019-07-04,26.9,26,30,,,55,18.1,,998,
2019-07-05,31.2,27,36,,,91,10.4,,1000.9,
2019-07-06,32.8,28,36,,,176,9.2,,999.8,
2019-07-07,32.9,29,36,,,,8.2,,999.6,
2019-07-08,34,29,38,,,155,8.6,,999.8,
2019-07-09,30.3,28,35,,,56,10.6,,1000.3,
2019-07-10,27.7,24,30,,,44,6.8,,1003,
2019-07-11,30.8,26,34,,,80,9.1,,1003.9,
2019-07-12,32.4,28,37,,,191,8,,1002.7,
2019-07-13,32.9,28,36,,,163,8.7,,1000.8,
2019-07-14,28.9,28,32,,,53,7.3,,1000.6,
2019-07-15,28.9,26,35,,,75,9.2,,1001,
2019-07-16,30.6,26,34,,,,8.3,,1002.4,
2019-07-17,32.2,28,36,,,109,12.5,,1001.7,
2019-07-18,31.8,28,35,,,84,10.5,,1000.1,
2019-07-19,32.9,29,37,,,69,11,,999.3,
2019-07-20,30.8,27,36,,,274,11,,1002.5,
2019-07-21,30.2,27,36,,,99,9.7,,1003.2,
2019-07-22,30.6,26,34,,,90,12.7,,1001.9,
2019-07-23,29.2,27,34,,,64,9.5,,1000.8,
2019-07-24,28.4,26,33,,,54,8.2,,1002,
2019-07-25,28.1,26,32,,,66,9.6,,1004.8,
2019-07-26,30.3,27,34,,,93,9.1,,1004.4,
2019-07-27,30.9,28,35,,,101,10.8,,1003.5,
2019-07-28,30.5,28,34,,,97,12,,1003.7,
2019-07-29,30.7,24.6,34,,,,10.3,,1003.6,
2019-07-30,28.7,27,33,,,64,8.4,,1003.2,
2019-07-31,29.8,27,34,,,324,9.3,,1002.2,
2019-08-01,26.6,25,29,,,315,9.4,,999.9,
2019-08-02,27.1,26,29,,,295,12.1,,997.4,
2019-08-03,26,25,27,,,339,20.6,,995.5,
2019-08-04,27.4,26,30,,,55,13.9,,1000.2,
2019-08-05,28.1,25,33,,,33,7.6,,1002.8,
2019-08-06,30.6,26,35,,,,5.4,,1003,
2019-08-07,31.9,28,36,,,22,7.3,,1000.5,
2019-08-08,29.4,28,33,,,25,9.1,,999.2,
2019-08-09,30.4,24,35,,,301,8,,999.8,
2019-08-10,31.7,27,35,,,43,6.9,,999.7,
2019-08-11,32.2,28,36,,,89,8.4,,1000.1,
2019-08-12,32.1,29,37,,,168,6.4,,1000.3,
2019-08-13,33.4,28,37,,,305,7.2,,1000,
2019-08-14,31.7,29,37,,,9,7.7,,1001,
2019-08-15,30.9,27,36,,,229,9.5,,1001.3,
2019-08-16,28.4,26,31,,,15,9.5,,1001.5,
2019-08-17,28.4,26,32,,,40,7.2,,1003.1,
2019-08-18,30.8,27,35,,,338,6.2,,1002.8,
2019-08-19,29.4,27,34,,,88,8.8,,1002.2,
2019-08-20,27.8,26,34,,,10,7.3,,1002.9,
2019-08-21,27.9,26,30,,,273,6.5,,1004.4,
2019-08-22,27.6,26,31,,,62,8.2,,1005.7,
2019-08-23,26.7,25,32,,,330,7.6,,1007.3,
2019-08-24,27.7,24,34,,,315,9.7,,1005.6,
2019-08-25,30.9,25,35,,,278,5.4,,1003.3,
2019-08-26,29.2,28,32,,,90,9.2,,1002.6,
2019-08-27,28.4,26,33,,,55,9.6,,1004.7,
2019-08-28,29.2,26,33,,,17,8.6,,1006.7,
2019-08-29,30.8,27,37,,,334,10.6,,1002.8,
2019-08-30,27.2,25,31,,,57,13.6,,1003.3,
2019-08-31,27.1,25,31,,,55,8.5,,1005.6,
2019-09-01,27.1,25,29,,,348,9.7,,1006.7,
2019-09-02,29,26,33,,,359,11.1,,1006.2,
2019-09-03,29.9,27,33,,,349,11.9,,1005.1,
2019-09-04,29.2,28,32,,,325,7.6,,1003.2,
2019-09-05,30.7,27,35,,,307,8.4,,1002.7,
2019-09-06,31.6,27,36,,,119,7.1,,1002.6,
2019-09-07,31.4,27,36,,,102,12,,1003.2,
2019-09-08,30.8,28,36,,,109,13.5,,1002.5,
2019-09-09,29.1,27,34,,,82,12.2,,1001.8,
2019-09-10,25.6,25,28,,,67,12.1,,1005.4,
2019-09-11,26.4,25,31,,,62,8.7,,1010.2,
2019-09-12,29.4,25,34,,,,6.2,,1010,
2019-09-13,29.9,26,34,,,71,6.3,,1008.4,
2019-09-14,30.4,26,35,,,342,5.3,,1008.4,
2019-09-15,30.1,26,35,,,354,7.5,,1007.7,
2019-09-16,29.8,27,34,,,63,7.7,,1007.3,
2019-09-17,30.1,26,34,,,39,6.4,,1008.8,
2019-09-18,27.4,25,33,,,0,8,,1011.3,
2019-09-19,25.9,24,28,,,300,5.9,,1012.4,
2019-09-20,28.3,25,32,,,305,6.4,,1010.9,
2019-09-21,27.7,26,32,,,356,9.1,,1012.1,
2019-09-22,27.2,24,32,,,2,9.6,,1015,
2019-09-23,26.4,22,31,,,3,7.4,,1017.3,
2019-09-24,26.8,21,32,,,346,6.4,,1017.8,
2019-09-25,26.9,22,33,,,344,6.3,,1017.7,
2019-09-26,27.2,22,32,,,315,7.5,,1017.4,
2019-09-27,27,24,32,,,328,5.9,,1017.1,
2019-09-28,27.2,22,33,,,324,5.7,,1015.6,
2019-09-29,27.9,22,33,,,306,6.3,,1013.9,
2019-09-30,28.2,22,34,,,352,7.3,,1010.5,
2019-10-01,28.4,24,33,,,64,9.2,,1009.8,
2019-10-02,28.6,25,32,,,88,11.1,,1010,
2019-10-03,25,22,28,,,63,8.4,,1010.8,
2019-10-04,25.3,24,29,,,65,7,,1010.6,
2019-10-05,27.6,23,32,,,69,7.5,,1011.9,
2019-10-06,28.2,24,33,,,60,6.9,,1013.1,
2019-10-07,27.1,23,33,,,22,7.4,,1013.3,
2019-10-08,25.4,24,27,,,,6.5,,1014.8,
2019-10-09,24.9,23,27,,,311,8.5,,1013.8,
2019-10-10,27.8,24,32,,,104,9.2,,1012,
2019-10-11,28.6,24,33,,,121,12.6,,1011,
2019-10-12,27.9,25,33,,,102,12.3,,1011.2,
2019-10-13,26.7,25,31,,,37,11.1,,1013.6,
2019-10-14,26.7,24,30,,,5,11,,1017.2,
2019-10-15,25.4,24,27,,,4,10.6,,1018.4,
2019-10-16,26.4,24,30,,,15,6.8,,1017.4,
2019-10-17,25.6,23,29,,,38,6.8,,1016.6,
2019-10-18,23.3,22,27,,,0,12.8,,1018.1,
2019-10-19,25.6,21,31,,,358,6.9,,1017.4,
2019-10-20,26.8,22,30,,,90,6.4,,1015.6,
2019-10-21,26.7,24,31,,,93,9.4,,1012.2,
2019-10-22,28.3,24,32,,,128,14,,1008.7,
2019-10-23,27.6,25,32,,,116,15,,1008.6,
2019-10-24,22.2,21,25,,,34,13.4,,1013.8,
2019-10-25,23.9,22,26,,,357,7.4,,1015.7,
2019-10-26,25.9,23,30,,,33,5.2,,1015.6,
2019-10-27,26.2,24,31,,,98,9.3,,1013.9,
2019-10-28,20.4,19,25,,,29,13.9,,1016.5,
2019-10-29,22.5,18,28,,,336,7.4,,1017.3,
2019-10-30,22.4,17,29,,,357,7,,1016.9,
2019-10-31,22.3,17,27,,,16,7.5,,1016.3,
2019-11-01,19.7,18,20,,,300,9.2,,1016.4,
2019-11-02,22.1,20,24,,,295,13.1,,1015.3,
2019-11-03,24.4,21,27,,,313,8.8,,1015.3,
2019-11-04,24.1,22,29,,,12,9.9,,1015.9,
2019-11-05,22.9,20,28,,,37,7.7,,1013.9,
2019-11-06,24.4,18,28,,,84,7.8,,1011.6,
2019-11-07,24.6,22,28,,,14,9.5,,1015.3,
2019-11-08,22.4,20,27,,,21,8.5,,1018.1,
2019-11-09,21.8,17,27,,,31,6.6,,1017.7,
2019-11-10,22,17,28,,,335,7.1,,1016.5,
2019-11-11,22.8,17,28,,,338,4.3,,1013.4,
2019-11-12,24.6,18,28,,,95,7.9,,1013.5,
2019-11-13,23.3,21,27,,,26,9.1,,1017.8,
2019-11-14,21.1,20,23,,,26,10,,1020.5,
2019-11-15,23.6,18,27,,,104,9.9,,1015.2,
2019-11-16,25.2,22,28,,,130,15.4,,1011.9,
2019-11-17,26.4,23,30,,,132,12.9,,1010.7,
2019-11-18,23.4,20,30,,,62,14.6,,1015.6,
2019-11-19,19.3,17,22,,,,10.7,,1019.5,
2019-11-20,20.5,17,24,,,25,7.5,,1019,
2019-11-21,20.7,18,25,,,,5.6,,1018.8,
2019-11-22,22.9,19,27,,,124,8.7,,1016.8,
2019-11-23,23.8,18.3,27,,,,10.5,,1014.9,
2019-11-24,24.2,22,29,,,102,12.1,,1015.9,
2019-11-25,24.2,21,29,,,62,6.7,,1018.7,
2019-11-26,22.4,20,24,,,53,9.7,,1018.8,
2019-11-27,23.6,22,27,,,52,7.9,,1018.5,
2019-11-28,19.6,19,22,,,40,14.3,,1021.3,
2019-11-29,20.3,18,23,,,72,10.7,,1020.1,
2019-11-30,22.3,19,25,,,67,8.2,,1017.8,
2019-12-01,19.9,18,24,,,55,15.8,,1018.8,
2019-12-02,17.9,17,21,,,357,15.1,,1024,
2019-12-03,17.1,15,22,,,15,11.2,,1023.8,
2019-12-04,18.3,13,23,,,16,8.4,,1024.4,
2019-12-05,18.6,15,23,,,7,13.4,,1025.6,
2019-12-06,15.8,13,21,,,348,11,,1027.8,
2019-12-07,15.1,10,22,,,338,6.8,,1026.4,
2019-12-08,15.7,8,22,,,318,6.6,,1025.2,
2019-12-09,15.8,10,22,,,330,6.7,,1021.7,
2019-12-10,15.5,9,23,,,315,5.9,,1018.8,
2019-12-11,15.6,10,23,,,320,4.8,,1018.6,
2019-12-12,17.8,11,24,,,60,5.9,,1019.1,
2019-12-13,19.4,15,24,,,,6.1,,1020.6,
2019-12-14,20.9,15,24,,,84,6.2,,1019.5,
2019-12-15,22.1,20,26,,,115,10.6,,1017.3,
2019-12-16,22.9,20,27,,,130,9.4,,1015.7,
2019-12-17,23.4,20,27,,,116,9.1,,1015.7,
2019-12-18,24.3,21,29,,,121,12.4,,1015.8,
2019-12-19,20.8,18,26,,,74,15.4,,1017,
2019-12-20,15.8,15,18,,,42,15,,1018,
2019-12-21,15.8,15,16,,,48,10.7,,1016.8,
2019-12-22,15.7,15,16,,,44,10,,1015.9,
2019-12-23,18.6,15,20,,,,4.7,,1014,
2019-12-24,21.9,19,25,,,117,8.2,,1015.1,
2019-12-25,23.6,21,27,,,131,15,,1012.7,
2019-12-26,19.9,17,25,,,67,13,,1016.3,
2019-12-27,16.3,16,18,,,24,12.5,,1021,
2019-12-28,17,16,19,,,355,8.4,,1019.5,
2019-12-29,19.5,16,24,,,286,8.4,,1017.8,
2019-12-30,20.3,18,23,,,288,7.2,,1019.7,
2019-12-31,21.1,19,23,,,318,7.2,,1023.2,
2020-01-01,21.4,20,23,,,,5.6,,1023.8,
2020-01-02,21.8,20,24,,,81,6.9,,1022.1,
2020-01-03,22.6,20,26,,,129,12.7,,1020.1,
2020-01-04,20.9,20,25,,,95,9.3,,1018.5,
2020-01-05,21.6,19,24,,,130,9.4,,1017.4,
2020-01-06,22.7,20,27,,,122,14.8,,1016,
2020-01-07,22.1,20,25,,,94,7.6,,1016.3,
2020-01-08,23.3,21,28,,,120,12.4,,1016.3,
2020-01-09,23.6,21,28,,,120,10.9,,1014.7,
2020-01-10,23.9,21,28,,,139,15.1,,1013.1,
2020-01-11,19.6,17,26,,,88,15.7,,1014.1,
2020-01-12,16.7,14,18,,,41,10.9,,1017.7,
2020-01-13,16.7,15,18,,,35,4.6,,1015.6,
2020-01-14,20,17,22,,,,4.8,,1014.5,
2020-01-15,23.1,20,26,,,130,17.5,,1012.9,
2020-01-16,21.5,18,26,,,104,15.8,,1014.9,
2020-01-17,15.2,14,18,,,44,17,,1019.1,
2020-01-18,14.8,14,15,,,46,10.8,,1017.9,
2020-01-19,14.4,14,16,,,30,12.8,,1020.4,
2020-01-20,14.7,13,15,,,35,7.5,,1020.2,
2020-01-21,18.8,15,21,,,,6.1,,1018.9,
2020-01-22,21.5,18,24,,,232,8.3,,1016,
2020-01-23,23.4,21,27,,,122,15.4,,1014,
2020-01-24,21.3,21,23,,,101,13,,1013.7,
2020-01-25,15.6,13,20,,,43,18.9,,1014.3,
2020-01-26,15.9,13,19,,,24,12.2,,1018,
2020-01-27,14.7,13,16,,,44,11.3,,1017,
2020-01-28,14.7,14,16,,,29,11.2,,1018.8,
2020-01-29,14.2,14,16,,,356,9.2,,1022.2,
2020-01-30,15.8,10,20,,,22,6.2,,1021.8,
2020-01-31,17.3,12,20,,,104,8.2,,1020,
2020-02-01,15.9,15,17,,,21,5.1,,1018.9,
2020-02-02,18.1,16,20,,,,4.1,,1018.4,
2020-02-03,16.4,15,20,,,352,11.8,,1017.3,
2020-02-04,14,13,15,,,25,12.8,,1019.2,
2020-02-05,14.5,14,15,,,34,8,,1018,
2020-02-06,17.6,15,20,,,308,5.9,,1016.1,
2020-02-07,18.8,17,20,,,310,7.3,,1018.3,
2020-02-08,16.7,17,19,,,51,14.4,,1021.8,
2020-02-09,14.9,14,16,,,36,12.5,,1025.4,
2020-02-10,16.9,14,18,,,82,8.3,,1021.6,
2020-02-11,19.3,16,22,,,,6.9,,1017.9,
2020-02-12,20.8,18,23,,,315,7,,1015.1,
2020-02-13,21.6,20,22,,,134,7.3,,1011,
2020-02-14,23.6,22,27,,,104,12.7,,1007.6,
2020-02-15,24,23,28,,,95,11.2,,1009.3,
2020-02-16,17.7,17,23,,,30,20,,1020.9,
2020-02-17,17.6,16,20,,,46,11.1,,1026,
2020-02-18,17.7,15,21,,,70,9.2,,1024.7,
2020-02-19,18.8,15,21,,,50,6.7,,1022.2,
2020-02-20,18.1,18,19,,,314,7.2,,1022,
2020-02-21,19.2,17,22,,,290,9.4,,1025,
2020-02-22,19.4,17,24,,,292,6.9,,1025.5,
2020-02-23,20.9,16,25,,,80,6.8,,1022.6,
2020-02-24,21.8,17,26,,,119,10.8,,1018.2,
2020-02-25,21.8,18,26,,,120,10.2,,1016.4,
2020-02-26,22.7,18,27,,,100,10.5,,1016.8,
2020-02-27,24.1,20,28,,,122,9.9,,1016.6,
2020-02-28,23.9,21,27,,,129,12.6,,1015.2,
2020-02-29,23.8,21,27,,,129,13.2,,1012.8,
2020-03-01,24.1,22,26,,,112,12.9,,1012.5,
